,username,tweet_id,tweet_date,tweet_content,tweet_retweet_count,tweet_quote_count,tweet_reply_count,tweet_like_count
3499,JoeBiden,1313253886619246593,10/05/2020,"Folks, starting today, I'm trying something new.

I'll be writing notes to you about my plans to build our country back better. And I'll be sharing personal stories and behind-the-scenes moments from the campaign trail, too.

I hope you'll follow along. https://t.co/OIjQQRO2I2",8296,1050,5095,49420
3500,JoeBiden,1313237533627645954,10/05/2020,These good boys are ready to build bark better. https://t.co/OzaEkehJUR,38977,6950,6697,230771
3501,JoeBiden,1313228972126216193,10/05/2020,"Now that President Trump is busy tweeting campaign messages, I would ask him to do this: Listen to the scientists. Support masks. Support mask mandates nationwide.",76150,5000,25269,641998
3502,JoeBiden,1313225449036681216,10/05/2020,"Voting early in person starts today statewide in California, Iowa, Maine, Montana, Nebraska, and South Carolina.

This is our moment — and there is too much at stake to sit this election out.

Head to https://t.co/eoxT07uII9 to find all the info you need to make your voice heard.",4779,219,1019,18531
3503,JoeBiden,1313215382803681280,10/05/2020,"Folks, if you live in:

Arizona
Arkansas
Florida
Georgia
Hawaii
Indiana
Kentucky
Mississippi
Ohio
South Carolina
Tennessee
Texas

Today is your last day to register to vote. Head to https://t.co/eoxT07d7QB to get registered before it's too late. https://t.co/Flq9HFKnc0",11382,494,1295,28525
3504,JoeBiden,1313207928514437120,10/05/2020,I’m in Florida to discuss my plans to build back our economy better for the Hispanic community and working families. Tune in. https://t.co/bKRYmvaH8O,3716,273,1670,18863
3505,JoeBiden,1313160521126903815,10/05/2020,https://t.co/eoxT07d7QB https://t.co/J6mYQG0oF2,10023,702,3482,52055
3506,JoeBiden,1313116739299762176,10/05/2020,"Imagine a future where:

- Health care is a right
- We end the gun violence epidemic
- We combat climate change
- Our government works for everyone

It’s a future that we can build — together.",44283,4256,14655,339820
3507,JoeBiden,1312907856161705985,10/05/2020,"The economy.
Climate change.
Health care.
Civil rights.
Racial justice.
The U.S. Supreme Court.
Our democracy.

They’re all on the line. Vote. https://t.co/eoxT07d7QB",19619,1460,8825,110474
3508,JoeBiden,1312883193939279872,10/04/2020,It’s time we build an economy where everyone gets a fair return for their work and an equal chance to get ahead. An economy more vibrant and powerful because everyone is in on the deal. https://t.co/Tjgyn1gR2V,5346,451,3676,24816
3509,JoeBiden,1312860293085753345,10/04/2020,"Today marks 30 days until Election Day. 30 days until we begin to restore the soul of the nation.

Chip in to power our campaign through this final stretch: https://t.co/v5RXu2WPlZ",3996,340,2583,21361
3510,JoeBiden,1312831100914405379,10/04/2020,"Before we're Democrats or Republicans or independents — we're Americans.

We can't forget that.",34159,3799,14875,318508
3511,JoeBiden,1312804676547620864,10/04/2020,"There are only 30 days until Election Day — but in many states, you don’t have to wait until November 3rd to make your voice heard. Head to https://t.co/eoxT07d7QB and make a plan to vote early today.",7022,438,2210,33874
3512,JoeBiden,1312776994799661057,10/04/2020,30 days.,38801,4929,17060,446869
3513,JoeBiden,1312755603215773697,10/04/2020,"Receiving the Medal of Freedom from my friend @BarackObama was a great, great honor. I'm proud to have dedicated my life to serving this country — but I'm not done yet. https://t.co/NKEmYGOl6s",27919,3860,5868,161733
3514,JoeBiden,1312546726528638977,10/04/2020,"At this moment, we’re facing unprecedented crises. But I know the American people have what it takes to overcome them.

There’s not a single thing beyond our capacity.",16228,953,5903,136330
3515,JoeBiden,1312533640392314882,10/03/2020,"Folks, with just one month left until Election Day, voting is underway and there’s no time to wait to make your voice heard. Head to https://t.co/eoxT07uII9 to find everything you need to make your voting plan.",8645,405,2728,43033
3516,JoeBiden,1312514514492026881,10/03/2020,"There’s just one month left before the most important election of our lifetime — one that will shape the future of our nation for decades to come.

Don’t wake up on November 4th wishing you had done more. Get involved today: https://t.co/gnaFCACYrW",4964,253,1833,24435
3517,JoeBiden,1312491865095241729,10/03/2020,One month until we can call @DrBiden our First Lady-Elect. https://t.co/Yi6wxsonYP,25859,3410,15261,313934
3518,JoeBiden,1312471229207543809,10/03/2020,"It's time we come together.

It's time we see each other as fellow Americans, who don't just live in red states and blue states, but who live in — and love — the United States of America.

That's who we are — and there is nothing we cannot do if we do it together.",21743,1483,6185,141672
3519,JoeBiden,1312460408192724992,10/03/2020,"One month until Election Day. Let’s do this, America.",109115,8365,26089,1109502
3520,JoeBiden,1312388685309108224,10/03/2020,"Be a patriot. Do your part.

Wearing a mask will protect you. But it will also protect those around you — your mom, your dad, your son, your daughter, your neighbor, your co-worker.

Don’t just do it for yourself. Do it for the people you love.",46092,2187,5916,255816
3521,JoeBiden,1312215292655927296,10/03/2020,We have to come together. https://t.co/P8SkE6vkX1,10751,986,3900,66322
3522,JoeBiden,1312206233038974976,10/03/2020,"Thank you, Grand Rapids, for a great afternoon. From the virus to the economy, we face immense challenges as a nation. But if we come together and act as one America, we can and will overcome them. https://t.co/eY5FVKRv3K",8412,401,1967,78223
3523,JoeBiden,1312177040561328129,10/02/2020,"I’m running as a Democrat, but I will be an American president. Whether you voted for me or against me, I will represent you.",69349,7546,26150,803872
3524,JoeBiden,1312169490935808000,10/02/2020,"We can, we will, and we must come together.",23472,2560,6704,274767
3525,JoeBiden,1312149358356303873,10/02/2020,"This cannot be a partisan moment.

It must be an American moment.

We have to come together as a nation.",38625,7094,17260,368286
3526,JoeBiden,1312126818854428673,10/02/2020,"I’m delivering remarks from Grand Rapids, Michigan. Tune in. https://t.co/LhZJjc4wIb",3610,373,1986,21344
3527,JoeBiden,1312107582975209474,10/02/2020,"Tonight, @BarackObama, @KamalaHarris, and @MichaelB4Jordan are hosting a grassroots fundraiser to discuss what's at stake this November and the importance of making your voice heard at the ballot box.

Chip in to reserve your spot: https://t.co/gWU2HX3G9R https://t.co/TiygIszVmE",5348,288,1592,34713
3528,JoeBiden,1312065485400346625,10/02/2020,"I’m happy to report that Jill and I have tested negative for COVID. Thank you to everyone for your messages of concern. I hope this serves as a reminder: wear a mask, keep social distance, and wash your hands.",123715,21136,24970,864407
3529,JoeBiden,1312010736604979201,10/02/2020,Jill and I send our thoughts to President Trump and First Lady Melania Trump for a swift recovery. We will continue to pray for the health and safety of the president and his family.,61448,25822,34499,905382
3530,JoeBiden,1311828242517680135,10/02/2020,"Donald Trump will do everything he can to distract from the fact that because of his failed COVID-19 response:

- Over 200,000 Americans have died
- 26 million are on unemployment
- 1 in 6 small businesses risk permanent closure

We can’t let him.",21833,2315,12681,143076
3531,JoeBiden,1311807606365790210,10/01/2020,"When I first ran for Senate, we put up a billboard that said, “Joe Biden: For all our families.”

It’s a motto that has guided me throughout my career.

It doesn’t matter if you’re a Democrat or Republican—I’ll be a president for all Americans, not just the ones who vote for me.",19507,1873,11446,154501
3532,JoeBiden,1311796785153802241,10/01/2020,"On Native Women's Equal Pay Day, we recognize the hard truth that Native women earn just $0.57 for every dollar a white man makes. It's unacceptable.

A Biden-Harris Administration will stand with women in Indian Country and pass legislation to close the gender wage gap. https://t.co/RstWRwFc2J",3324,232,1514,18748
3533,JoeBiden,1311775395679809536,10/01/2020,"During Filipino American History Month, we celebrate the community's immense contributions to our country — from early immigrants to the millions today, many who serve in the military or as frontline workers. As President, I'll work alongside them to protect the American people.",9111,1102,1833,51180
3534,JoeBiden,1311762811257851906,10/01/2020,"Three years ago today, Las Vegas was struck by tragedy when a gunman opened fire on the Route 91 Harvest Festival. It remains the deadliest mass shooting in modern U.S. history.

As we remember those we lost, we must take action to ensure it never happens again.",22576,1074,4488,211927
3535,JoeBiden,1311744691776307200,10/01/2020,Jill and I wish a happy Mid-Autumn Festival to all those celebrating. We join you in hoping for a future filled with peace and prosperity — and hope your festivities lead to a bountiful harvest in the year ahead.,4313,307,1447,39767
3536,JoeBiden,1311738904068927494,10/01/2020,"Jill and I want to wish a very happy birthday to President Carter –– a patriot, a humanitarian, and a friend. Thank you for your tireless dedication to our country and to the world. https://t.co/SrajBmltek",6859,252,1069,64219
3537,JoeBiden,1311722546287566857,10/01/2020,"On behalf of Jill and our entire family, I want to wish the Korean-American community a happy Chuseok. May your celebrations be filled with laughter, joy, and plenty of good food. 행복한 한가위 보내세요!",14054,1316,1845,126165
3538,JoeBiden,1311706439795175424,10/01/2020,"I paid my taxes.

These folks paid their taxes.

So why didn’t President Trump pay his? https://t.co/gcRWGnWF57",14992,1392,5763,61214
3539,JoeBiden,1311677247825211393,10/01/2020,"You determine the outcome of this election — not Donald Trump.

Vote: https://t.co/eoxT07uII9",11160,785,5600,62678
3540,JoeBiden,1311485988447936512,10/01/2020,"It's safe to say I've gotten to know the hardworking men and women of @Amtrak over the years — I'm proud to stand with them as they face furloughs due to funding cuts.

These essential workers have kept us moving during this pandemic –– now it's time we have their backs. https://t.co/aoaTYZdhoF",4032,168,2142,23578
3541,JoeBiden,1311481457307574274,10/01/2020,"Last night, I went toe-to-toe with Donald Trump and laid out my vision for a stronger, more inclusive America. Check out a few of the top moments from the first debate: https://t.co/H1WFQIxU6y",5719,796,8014,37703
3542,JoeBiden,1311471391208685568,10/01/2020,"Folks, it all comes down to this. We’re just a few hours away from our final end-of-quarter deadline before Election Day — and we need your help to hit our goal.

It’s now or never. Chip in to help us beat Donald Trump: https://t.co/dammrUy8yd",1724,157,1838,9599
3543,JoeBiden,1311460711076225024,10/01/2020,"We're in Johnstown, Pennsylvania, for the final stop of the Build Back Better Express Tour. Tune in now to watch. https://t.co/WlSuLrlKFI",1885,116,1155,10187
3544,JoeBiden,1311458807999062016,10/01/2020,Last night reinforced why I got into this race: We are in a battle for the soul of this nation — and it’s a battle we must win.,35461,2612,15458,327443
3545,JoeBiden,1311452264926601217,09/30/2020,Chip in to help us take this train all the way to 1600 Pennsylvania Ave: https://t.co/i5hXFouYHi https://t.co/jzlKzUO0MJ,2715,192,1261,19031
